id,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
16393,Amazing,WWE '12,/games/wwe-12/xbox-360-109904,Xbox 360,9,Wrestling,Y,2011,11,17
16409,Unbearable,Self-Defense Training Camp,/games/self-defense-training-camp/xbox-360-119443,Xbox 360,1,Sports,N,2011,11,22
16411,Amazing,Metal Gear Solid HD Collection,/games/metal-gear-solid-hd-collection/xbox-360-110059,Xbox 360,9,"Action, Compilation",Y,2011,11,21
16419,Okay,The Adventures of Tintin,/games/the-adventures-of-tintin/xbox-360-14354650,Xbox 360,6.5,Adventure,N,2011,12,8
16425,Okay,The Black Eyed Peas Experience,/games/the-black-eyed-peas-experience/xbox-360-112421,Xbox 360,6,Music,N,2011,11,15
16426,Okay,Air Conflicts: Secret Wars,/games/air-conflicts-secret-wars/xbox-360-94213,Xbox 360,6,"Flight, Simulation",N,2011,11,15
16430,Great,Sonic CD,/games/sonic-cd/xbox-360-116255,Xbox 360,8.5,Platformer,Y,2011,12,15
16434,Good,Scene It? Movie Night,/games/scene-it-movie-night/xbox-360-123904,Xbox 360,7,Trivia,N,2011,12,6
16435,Awful,Xotic,/games/xotic/xbox-360-106175,Xbox 360,3,Shooter,N,2011,12,6
16445,Amazing,Joe Danger: Special Edition,/games/joe-danger/xbox-360-36185,Xbox 360,9.5,Action,Y,2011,12,14
16447,Good,Gears of War 3: Raam's Shadow,/games/gears-of-war-3-raams-shadow/xbox-360-122953,Xbox 360,7.5,Shooter,N,2011,12,13
3,Great,NHL 13,/games/nhl-13/xbox-360-128182,Xbox 360,8.5,Sports,N,2012,9,11
6,Awful,Double Dragon: Neon,/games/double-dragon-neon/xbox-360-131320,Xbox 360,3,Fighting,N,2012,9,11
11,Good,Tekken Tag Tournament 2,/games/tekken-tag-tournament-2/xbox-360-124581,Xbox 360,7.5,Fighting,N,2012,9,11
13,Amazing,Mark of the Ninja,/games/mark-of-the-ninja-135615/xbox-360-129276,Xbox 360,9,"Action, Adventure",Y,2012,9,7
19,Good,JoJo's Bizarre Adventure HD,/games/jojos-bizarre-adventure/xbox-360-137717,Xbox 360,7,Fighting,N,2012,9,3
21,Good,Mass Effect 3: Leviathan,/games/mass-effect-3-leviathan/xbox-360-138918,Xbox 360,7.5,RPG,N,2012,8,31
37,Amazing,The Walking Dead: The Game -- Episode 3: Long Road Ahead,/games/the-walking-dead-season-1-episode-3/xbox-360-135872,Xbox 360,9,Adventure,Y,2012,8,28
40,Great,Rock Band Blitz,/games/rock-band-blitz/xbox-360-131273,Xbox 360,8.5,Music,Y,2012,8,27
44,Great,Worms Revolution,/games/worms-revolution/xbox-360-131185,Xbox 360,8.5,Strategy,N,2012,10,2
47,Good,Resident Evil 6,/games/resident-evil-6/xbox-360-117995,Xbox 360,7.9,"Action, Adventure",N,2012,10,1
50,Amazing,NBA 2K13,/games/nba-2k13/xbox-360-132080,Xbox 360,9.1,Sports,Y,2012,9,27
55,Great,Counter-Strike: Global Offensive,/games/counter-strike-global-offensive/xbox-360-115452,Xbox 360,8,Shooter,N,2012,8,27
58,Amazing,Madden NFL 13,/games/madden-nfl-2013/xbox-360-128097,Xbox 360,9,Sports,Y,2012,8,24
63,Great,Marvel vs. Capcom Origins,/games/marvel-vs-capcom-origins/xbox-360-137157,Xbox 360,8.2,Fighting,N,2012,9,26
66,Great,Dead or Alive 5,/games/dead-or-alive-5/xbox-360-866449,Xbox 360,8.8,Fighting,N,2012,9,25
72,Bad,Medal of Honor Warfighter,/games/medal-of-honor-warfighter/xbox-360-101086,Xbox 360,4,Shooter,N,2012,10,26
73,Great,Transformers: Fall of Cybertron,/games/transformers-fall-of-cybertron/xbox-360-92426,Xbox 360,8.5,Shooter,N,2012,8,21
78,Mediocre,Realms Of Ancient War,/games/realms-of-ancient-war/xbox-360-111182,Xbox 360,5.5,Action,N,2012,9,24
85,Good,Left 4 Dead 2: Cold Stream,/games/left-4-dead-2-cold-stream/xbox-360-140188,Xbox 360,7,Shooter,N,2012,8,17
87,Amazing,Forza Horizon,/games/forza-horizon/xbox-360-129564,Xbox 360,9,Racing,Y,2012,10,12
92,Good,Fable: The Journey,/games/fable-the-journey/xbox-360-27948,Xbox 360,7.2,"Action, RPG",N,2012,10,9
94,Good,Doom 3: BFG Edition,/games/doom-3/xbox-360-135333,Xbox 360,7.6,RPG,N,2012,10,25
95,Okay,Rugby League Live 2,/games/rugby-league-live-2/xbox-360-136983,Xbox 360,6,Sports,N,2012,10,25
102,Painful,Naughty Bear: Panic in Paradise,/games/naughty-bear-panic-in-paradise/xbox-360-135404,Xbox 360,2.3,Action,N,2012,10,18
111,Amazing,FIFA Soccer 13,/games/fifa-2013/xbox-360-115691,Xbox 360,9,Sports,Y,2012,9,20
116,Great,Sleeping Dogs,/games/sleeping-dogs/xbox-360-14279324,Xbox 360,8.5,Action,N,2012,8,14
124,Good,The Walking Dead: The Game -- Episode 4: Around Every Corner,/games/the-walking-dead-season-1-episode-4/xbox-360-135881,Xbox 360,7.5,Adventure,N,2012,10,9
127,Great,XCOM: Enemy Unknown,/games/xcom-enemy-unknown/xbox-360-126074,Xbox 360,8.2,Strategy,N,2012,10,8
138,Great,Skylanders Giants,/games/skylanders-giants/xbox-360-128140,Xbox 360,8,"Action, Adventure",N,2012,10,18
140,Good,Borderlands 2: Captain Scarlett and her Pirate's Booty,/games/borderlands-2-captain-scarlett-and-her-pirates-booty/xbox-360-145420,Xbox 360,7.5,"Shooter, RPG",N,2012,10,18
145,Bad,007 Legends,/games/007-legends/xbox-360-132394,Xbox 360,4.5,Action,N,2012,10,16
152,Good,Jet Set Radio,/games/jet-set-radio/xbox-360-129165,Xbox 360,7.5,Action,N,2012,9,17
153,Great,Pro Evolution Soccer 2013,/games/pro-evolution-soccer-2013/xbox-360-133009,Xbox 360,8.5,Sports,Y,2012,9,17
155,Good,Darksiders II,/games/darksiders-2/xbox-360-14336768,Xbox 360,7.5,Action,N,2012,8,14
157,Great,Dust: An Elysian Tail,/games/dust-an-elysian-tail-139696/xbox-360-77719,Xbox 360,8.5,Platformer,N,2012,8,13
158,Great,Hybrid,/games/hybrid-140542/xbox-360-37860,Xbox 360,8,Shooter,N,2012,8,13
166,Amazing,Dishonored,/games/dishonored/xbox-360-112932,Xbox 360,9.2,Action,Y,2012,10,7
170,Good,Angry Birds Trilogy,/games/angry-birds-trilogy/xbox-360-88826,Xbox 360,7,"Puzzle, Action",N,2012,10,6
173,Bad,Happy Wars,/games/happy-wars/xbox-360-64840,Xbox 360,4,Action,N,2012,10,19
177,Mediocre,WRC 3 FIA World Rally Championship,/games/wrc-3-fia-world-rally-championship/xbox-360-131357,Xbox 360,5,Racing,N,2012,10,15
181,Great,Dance Central 3,/games/dance-central-3/xbox-360-135601,Xbox 360,8,Music,N,2012,10,15
186,Amazing,F1 2012,/games/f1-2012/xbox-360-130379,Xbox 360,9,Racing,Y,2012,9,17
188,Amazing,Borderlands 2,/games/borderlands-2/xbox-360-94188,Xbox 360,9,"Shooter, RPG",Y,2012,9,13
190,Great,Joe Danger: The Movie,/games/joe-danger-the-movie/xbox-360-115463,Xbox 360,8,Action,N,2012,9,13
194,Amazing,Persona 4 Arena,/games/persona-4-arena/xbox-360-116913,Xbox 360,9,Fighting,Y,2012,8,7
196,Bad,Hell Yeah! Wrath of the Dead Rabbit,/games/hell-yeah-wrath-of-the-dead-rabbit/xbox-360-129412,Xbox 360,4.9,Platformer,N,2012,10,4
200,Amazing,Halo 4,/games/halo-4/xbox-360-110563,Xbox 360,9.8,Shooter,Y,2012,11,1
201,Amazing,Halo 4 (Limited Edition),/games/halo-4/xbox-360-134637,Xbox 360,9.8,Shooter,Y,2012,11,1
204,Good,Zone of the Enders HD Collection,/games/zone-of-the-enders-hd-collection/xbox-360-110060,Xbox 360,7,"Action, Compilation",N,2012,11,1
210,Good,Pid,/games/pid/xbox-360-124089,Xbox 360,7.8,Platformer,N,2012,10,30
214,Great,Assassin's Creed III,/games/assassins-creed-iii/xbox-360-128701,Xbox 360,8.5,"Action, Adventure",N,2012,10,30
215,Amazing,Need for Speed Most Wanted,/games/need-for-speed-most-wanted-2012/xbox-360-135486,Xbox 360,9,"Racing, Action",Y,2012,10,30
222,Great,WWE '13,/games/wwe-13/xbox-360-127923,Xbox 360,8.4,Wrestling,N,2012,10,29
225,Mediocre,F1 Race Stars,/games/f1-race-stars/xbox-360-137846,Xbox 360,5.2,Racing,N,2012,11,13
229,Mediocre,Midway Arcade Origins,/games/midway-arcade-origins/xbox-360-143382,Xbox 360,5.5,"Action, Compilation",N,2012,11,13
230,Amazing,Call of Duty: Black Ops II,/games/call-of-duty-black-ops-ii/xbox-360-126311,Xbox 360,9.3,Shooter,Y,2012,11,13
254,Great,Kinect Party,/games/happy-action-theater-2/xbox-360-140195,Xbox 360,8.5,Party,N,2012,12,20
264,Amazing,Hitman: Absolution,/games/hitman-absolution/xbox-360-14348846,Xbox 360,9,Action,Y,2012,11,18
272,Good,Guardians of Middle-earth,/games/guardians-of-middle-earth/xbox-360-135298,Xbox 360,7.5,Battle,N,2012,12,14
278,Okay,Disney Epic Mickey 2: The Power of Two,/games/disney-epic-mickey-2-the-power-of-two/xbox-360-125840,Xbox 360,6,"Action, Adventure",N,2012,11,17
286,Great,The Elder Scrolls V: Skyrim -- Dragonborn,/games/the-elder-scrolls-v-skyrim-dragonborn/xbox-360-146422,Xbox 360,8.8,RPG,N,2012,12,13
288,Okay,Black Knight Sword,/games/black-knight-sword/xbox-360-115069,Xbox 360,6.9,"Puzzle, Adventure",N,2012,12,13
290,Amazing,The Walking Dead: A Telltale Game Series -- Season One,/games/the-walking-dead-the-game/xbox-360-100888,Xbox 360,9.3,Adventure,Y,2012,12,12
291,Great,Sonic & All-Stars Racing Transformed,/games/sonic-all-stars-racing-transformed/xbox-360-133505,Xbox 360,8.6,"Racing, Action",N,2012,11,15
322,Okay,Family Guy: Back to the Multiverse,/games/family-guy-back-to-the-multiverse/xbox-360-133934,Xbox 360,6,Adventure,N,2012,11,27
327,Amazing,The Walking Dead -- Game of the Year Edition,/games/the-walking-dead-game-of-the-year-edition/xbox-360-20008042,Xbox 360,9.3,Adventure,Y,2012,12,12
358,Okay,LEGO The Lord of the Rings,/games/lego-the-lord-of-the-rings/xbox-360-135464,Xbox 360,6.8,"Action, Adventure",N,2012,11,26
361,Great,Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/xbox-360-128867,Xbox 360,8.3,Fighting,N,2012,12,7
374,Amazing,Far Cry 3,/games/far-cry-3/xbox-360-53491,Xbox 360,9,Shooter,Y,2012,11,21
381,Amazing,Borderlands 2: Mr. Torgue's Campaign of Carnage,/games/borderlands-2-mr-torgues-campaign-of-carnage/xbox-360-147949,Xbox 360,9.2,"Shooter, RPG",Y,2012,11,20
399,Amazing,The Walking Dead: The Game -- Episode 5: No Time Left,/games/the-walking-dead-season-1-episode-5/xbox-360-135886,Xbox 360,9.5,Adventure,Y,2012,11,19
16451,Great,Happy Action Theater,/games/happy-action-theater-140196/xbox-360-120728,Xbox 360,8,Party,N,2012,2,1
16455,Awful,NeverDead,/games/neverdead/xbox-360-77947,Xbox 360,3,Action,N,2012,1,31
16457,Good,Soulcalibur V,/games/soulcalibur-v/xbox-360-108063,Xbox 360,7.5,Fighting,N,2012,1,31
16459,Great,Puddle,/games/puddle/xbox-360-110848,Xbox 360,8,Puzzle,N,2012,1,31
16467,Painful,Amy,/games/amy/xbox-360-14333860,Xbox 360,2,Adventure,N,2012,1,12
16468,Good,Gotham City Impostors,/games/gotham-city-impostors/xbox-360-108683,Xbox 360,7,Shooter,N,2012,2,10
16472,Great,Final Fantasy XIII-2,/games/final-fantasy-xiii-2/xbox-360-97874,Xbox 360,8,RPG,N,2012,1,27
16478,Good,Quarrel,/games/quarrel/xbox-360-29233,Xbox 360,7,Puzzle,N,2012,1,25
16480,Good,Your Shape: Fitness Evolved 2012,/games/your-shape-fitness-evolved-2012/xbox-360-110692,Xbox 360,7.5,Sports,N,2012,1,24
16485,Great,Choplifter HD,/games/choplifter-hd/xbox-360-109869,Xbox 360,8,Action,N,2012,1,9
16492,Amazing,UFC Undisputed 3,/games/ufc-undisputed-3/xbox-360-82941,Xbox 360,9,Fighting,Y,2012,2,9
16493,Great,Grand Slam Tennis 2,/games/grand-slam-tennis-2/xbox-360-115335,Xbox 360,8.5,Sports,N,2012,2,9
16500,Good,ScaryGirl,/games/scarygirl/xbox-360-92764,Xbox 360,7.5,Adventure,N,2012,1,20
16502,Amazing,Trine 2,/games/trine-2/xbox-360-77249,Xbox 360,9,Action,Y,2012,1,4
16503,Great,NFL Blitz,/games/nfl-blitz/xbox-360-120704,Xbox 360,8.5,"Sports, Action",N,2012,1,4
16510,Great,The Darkness II,/games/the-darkness-ii/xbox-360-14248534,Xbox 360,8,Shooter,N,2012,2,7
16515,Great,Shank 2,/games/shank-2/xbox-360-118901,Xbox 360,8.5,Action,N,2012,2,6
16516,Amazing,Kingdoms of Amalur: Reckoning,/games/kingdoms-of-amalur-reckoning/xbox-360-64691,Xbox 360,9,RPG,Y,2012,2,6
16517,Okay,All Zombies Must Die,/games/all-zombies-must-die/xbox-360-114180,Xbox 360,6.5,Action,N,2012,1,3
16523,Great,The Simpsons: The Arcade Game,/games/the-simpsons-the-arcade-game/xbox-360-122273,Xbox 360,8,"Fighting, Action",N,2012,2,3
16528,Good,Rayman 3: Hoodlum Havoc HD,/games/rayman-3/xbox-360-123163,Xbox 360,7,Platformer,N,2012,3,21
16530,Amazing,Sine Mora,/games/sine-mora/xbox-360-83942,Xbox 360,9,Shooter,Y,2012,3,21
16533,Great,Kingdoms of Amalur: Reckoning -- The Legend of Dead Kel,/games/kingdoms-of-amalur-reckoning-the-legend-of-dead-kel-134653/xbox-360-129489,Xbox 360,8,"Action, RPG",N,2012,3,20
16534,Bad,Resident Evil: Operation Raccoon City,/games/resident-evil-operation-raccoon-city/xbox-360-91261,Xbox 360,4,"Action, Adventure",N,2012,3,20
16537,Awful,Ninja Gaiden III,/games/ninja-gaiden-iii/xbox-360-14350224,Xbox 360,3,Action,N,2012,3,19
16538,Bad,Defenders of Ardania,/games/defenders-of-ardania/xbox-360-99431,Xbox 360,4.5,Strategy,N,2012,3,19
16540,Amazing,Silent Hill HD Collection,/games/silent-hill-hd-collection/xbox-360-110036,Xbox 360,9,"Adventure, Compilation",N,2012,3,19
16543,Great,FIFA Street,/games/fifa-street/xbox-360-115648,Xbox 360,8,Sports,N,2012,3,15
16547,Bad,Silent Hill: Downpour,/games/silent-hill-downpour/xbox-360-69279,Xbox 360,4.5,Adventure,N,2012,3,14
16548,Bad,Shoot Many Robots,/games/shoot-many-robots/xbox-360-89269,Xbox 360,4.5,Shooter,N,2012,3,14
16552,Great,Naruto Shippuden: Ultimate Ninja Storm Generations,/games/naruto-shippuden-ultimate-ninja-storm-generations/xbox-360-112453,Xbox 360,8.5,Fighting,Y,2012,3,13
16559,Okay,Rhythm Party,/games/rhythm-party/xbox-360-127692,Xbox 360,6.5,Music,N,2012,2,15
16562,Great,Skullgirls,/games/skullgirls/xbox-360-99617,Xbox 360,8.5,Fighting,Y,2012,4,9
16565,Great,Anomaly: Warzone Earth,/games/anomaly-warzone-earth/xbox-360-125095,Xbox 360,8,Action,N,2012,4,5
16571,Amazing,Mass Effect 3,/games/mass-effect-3/xbox-360-14235014,Xbox 360,9.5,RPG,Y,2012,3,6
16572,Good,Major League Baseball 2K12,/games/major-league-baseball-2k12/xbox-360-123606,Xbox 360,7,Sports,N,2012,3,6
16574,Bad,I Am Alive,/games/i-am-alive/xbox-360-852011,Xbox 360,4.5,Action,N,2012,3,6
16584,Mediocre,Diabolical Pitch,/games/diabolical-pitch/xbox-360-86593,Xbox 360,5.5,Action,N,2012,4,5
16586,Great,The Pinball Arcade,/games/the-pinball-arcade/xbox-360-121574,Xbox 360,8.5,Pinball,N,2012,4,5
16587,Great,Warriors Orochi 3,/games/warriors-orochi-3/xbox-360-120276,Xbox 360,8.5,Action,Y,2012,4,5
16593,Amazing,Street Fighter x Tekken,/games/street-fighter-x-tekken/xbox-360-81897,Xbox 360,9,Fighting,Y,2012,3,5
16599,Great,Nexuiz,/games/nexuiz/xbox-360-63717,Xbox 360,8,Shooter,N,2012,2,27
16609,Mediocre,Kinect: Star Wars,/games/kinect-star-wars/xbox-360-77446,Xbox 360,5.5,Action,N,2012,4,3
16613,Good,Devil May Cry HD Collection,/games/devil-may-cry-hd-collection/xbox-360-117407,Xbox 360,7.5,Compilation,N,2012,3,30
16614,Good,South Park: Tenorman's Revenge,/games/south-park-tenormans-revenge/xbox-360-120208,Xbox 360,7,Platformer,N,2012,3,30
16621,Amazing,SSX,/games/ssx/xbox-360-95028,Xbox 360,9,Sports,Y,2012,2,24
16625,Okay,Tiger Woods PGA Tour 13,/games/tiger-woods-pga-tour-13/xbox-360-121019,Xbox 360,6.5,Sports,N,2012,3,27
16627,Good,Armored Core V,/games/armored-core-v/xbox-360-57302,Xbox 360,7.5,Simulation,N,2012,3,27
16628,Okay,Kinect Rush: A Disney Pixar Adventure,/games/kinect-rush-a-disney-pixar-adventure/xbox-360-120729,Xbox 360,6,Action,N,2012,3,27
16635,Good,Syndicate,/games/syndicate/xbox-360-14236904,Xbox 360,7.5,Action,N,2012,2,21
16636,Good,Binary Domain,/games/binary-domain/xbox-360-93832,Xbox 360,7.5,Action,N,2012,2,21
16643,Great,Warp,/games/warp-92267/xbox-360-92269,Xbox 360,8.5,Action,Y,2012,2,19
16644,Good,Asura's Wrath,/games/asuras-wrath/xbox-360-86444,Xbox 360,7.5,Action,N,2012,2,17
16647,Great,Alan Wake's American Nightmare,/games/alan-wakes-american-nightmare/xbox-360-107924,Xbox 360,8,Action,N,2012,2,17
16651,Okay,UEFA Euro 2012,/games/uefa-euro-2012/xbox-360-132899,Xbox 360,6.5,Sports,N,2012,4,24
16653,Good,Prototype 2,/games/prototype-2/xbox-360-94304,Xbox 360,7,Action,N,2012,4,23
16655,Bad,Bloodforge,/games/bloodforge-134649/xbox-360-111095,Xbox 360,4,Action,N,2012,4,23
16665,Amazing,Trials Evolution,/games/trials-evolution/xbox-360-110682,Xbox 360,9,Racing,Y,2012,4,17
16666,Great,The Witcher 2: Assassins of Kings (Enhanced Edition),/games/the-witcher-2-assassins-of-kings/xbox-360-37654,Xbox 360,8.5,RPG,Y,2012,4,13
16672,Amazing,Fez,/games/fez/xbox-360-19159,Xbox 360,9.5,Platformer,Y,2012,4,11
16673,Great,The Splatters,/games/the-splatters-134656/xbox-360-115929,Xbox 360,8,"Puzzle, Action",N,2012,4,9
16677,Amazing,Batman: Arkham City -- Harley Quinn's Revenge,/games/batman-arkham-city-harley-quinns-revenge/xbox-360-132936,Xbox 360,9,Action,Y,2012,5,29
16682,Okay,Dirt Showdown,/games/dirt-showdown/xbox-360-124231,Xbox 360,6,Racing,N,2012,5,24
16688,Great,Tom Clancy's Ghost Recon: Future Soldier (Signature Edition),/games/tom-clancys-ghost-recon-future-soldier/xbox-360-123637,Xbox 360,8.5,Shooter,Y,2012,5,22
16690,Great,Tom Clancy's Ghost Recon: Future Soldier,/games/tom-clancys-ghost-recon-future-soldier/xbox-360-14290333,Xbox 360,8.5,Shooter,Y,2012,5,22
16694,Good,Dragon's Dogma,/games/dragons-dogma/xbox-360-105965,Xbox 360,7.5,RPG,N,2012,5,21
16695,Okay,Sonic the Hedgehog 4: Episode II,/games/sonic-the-hedgehog-4-episode-ii/xbox-360-125727,Xbox 360,6.5,Platformer,N,2012,5,18
16698,Good,Akai Katana,/games/akai-katana/xbox-360-101191,Xbox 360,7,Shooter,N,2012,5,16
16701,Bad,Game of Thrones,/games/game-of-thrones/xbox-360-14349079,Xbox 360,4,RPG,N,2012,5,15
16703,Amazing,Max Payne 3 (Special Edition),/games/max-payne-3/xbox-360-123037,Xbox 360,9,Shooter,Y,2012,5,14
16705,Amazing,Max Payne 3,/games/max-payne-3/xbox-360-14332802,Xbox 360,9,Shooter,Y,2012,5,14
16706,Great,Sniper Elite V2,/games/sniper-elite-v2-106020/xbox-360-106021,Xbox 360,8,Action,N,2012,5,14
16713,Great,Minecraft,/games/minecraft/xbox-360-110624,Xbox 360,8.5,Action,Y,2012,5,9
16719,Good,Awesomenauts,/games/awesomenauts/xbox-360-108945,Xbox 360,7,Shooter,N,2012,5,1
16721,Mediocre,Fable Heroes,/games/fable-heroes/xbox-360-129537,Xbox 360,5,Action,N,2012,4,30
16725,Mediocre,Babel Rising,/games/babel-rising/xbox-360-121450,Xbox 360,5,Strategy,N,2012,6,22
16726,Great,Quantum Conundrum,/games/quantum-conundrum/xbox-360-116552,Xbox 360,8,Puzzle,N,2012,6,21
16736,Awful,Steel Battalion: Heavy Armor,/games/steel-battalion-heavy-armor/xbox-360-86594,Xbox 360,3,"Action, Simulation",N,2012,6,19
16738,Great,LEGO Batman 2: DC Super Heroes,/games/lego-batman-2-dc-super-heroes/xbox-360-124689,Xbox 360,8.5,"Action, Adventure",Y,2012,6,18
16742,Mediocre,Lollipop Chainsaw,/games/lollipop-chainsaw/xbox-360-101942,Xbox 360,5,Action,N,2012,6,14
16748,Mediocre,Inversion,/games/inversion/xbox-360-38853,Xbox 360,5.5,Shooter,N,2012,6,5
16754,Great,The Walking Dead: The Game -- Episode 2: Starved For Help,/games/the-walking-dead-season-1-episode-2/xbox-360-135832,Xbox 360,8.5,Adventure,Y,2012,6,27
16757,Good,The Amazing Spider-Man,/games/the-amazing-spider-man/xbox-360-120286,Xbox 360,7,Action,N,2012,6,26
16758,Great,Spec Ops: The Line,/games/spec-ops-the-line/xbox-360-53075,Xbox 360,8,Shooter,N,2012,6,26
16760,Great,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,/games/penny-arcade-adventures-on-the-rain-slick-precipice-of-darkness-episode-three-61090/xbox-360-61085,Xbox 360,8,RPG,N,2012,6,25
16762,Great,Magic: The Gathering -- Duels of the Planeswalkers 2013,/games/magic-the-gathering-duels-of-the-planeswalkers-2013/xbox-360-132109,Xbox 360,8.5,"Card, Battle",Y,2012,6,25
16764,Great,Magic: The Gathering -- Duels of the Planeswalkers 2012,/games/magic-the-gathering-duels-of-the-planeswalkers-2012/xbox-360-102879,Xbox 360,8.5,"Card, Battle",Y,2012,6,25
16772,Great,Virtua Fighter 5 Final Showdown,/games/virtua-fighter-5/xbox-360-116285,Xbox 360,8.5,Fighting,N,2012,6,25
16781,Great,Deadlight,/games/deadlight-tequila-works/xbox-360-126875,Xbox 360,8.5,Action,N,2012,7,30
16790,Good,Zuma's Revenge,/games/zumas-revenge/xbox-360-130580,Xbox 360,7,Puzzle,N,2012,7,11
16792,Great,NCAA Football 13,/games/ncaa-football-13/xbox-360-128103,Xbox 360,8,Sports,N,2012,7,6
16797,Okay,Wreckateer,/games/wreckateer-135604/xbox-360-129573,Xbox 360,6.5,Action,N,2012,7,23
16802,Great,Tony Hawk's Pro Skater HD,/games/tony-hawks-pro-skater-hd/xbox-360-124515,Xbox 360,8,Sports,N,2012,7,18
16808,Great,Apple Jack 2,/games/apple-jack-2/xbox-360-136827,Xbox 360,8,Platformer,N,2012,7,4
16812,Okay,Test Drive: Ferrari Racing Legends,/games/test-drive-ferrari-racing-legends/xbox-360-123185,Xbox 360,6.5,Racing,N,2012,7,3
16814,Amazing,Spelunky,/games/spelunky/xbox-360-30418,Xbox 360,9,Platformer,Y,2012,7,2
16829,Good,London 2012: The Official Video Game of the Olympic Games,/games/london-2012-the-official-video-game-of-the-olympic-games/xbox-360-109990,Xbox 360,7,Sports,N,2012,6,29
16832,Great,The Elder Scrolls V: Skyrim -- Dawnguard,/games/the-elder-scrolls-v-skyrim-dawnguard/xbox-360-135437,Xbox 360,8,RPG,N,2012,6,28
16845,Good,Jeremy McGrath's Offroad,/games/jeremy-mcgraths-offroad-135353/xbox-360-108287,Xbox 360,7.5,Racing,N,2012,6,27
312,Okay,Borderlands 2: Sir Hammerlock's Big Game Hunt,/games/borderlands-2-hammerlocks-big-game-hunt/xbox-360-150509,Xbox 360,6.9,"Shooter, RPG",N,2013,1,15
368,Great,DmC: Devil May Cry,/games/dmc/xbox-360-86431,Xbox 360,8.9,Action,Y,2013,1,14
369,Mediocre,Anarchy Reigns,/games/anarchy-reigns/xbox-360-98770,Xbox 360,5.9,Action,N,2013,1,11
16807,Good,Dead Space 3,/games/dead-space-3/xbox-360-22617,Xbox 360,7.8,"Action, Adventure",N,2013,2,7
16835,Good,Skulls of the Shogun,/games/skulls-of-the-shogun/xbox-360-76794,Xbox 360,7,Strategy,N,2013,1,30
16836,Great,Hitman HD Trilogy,/games/hitman-trilogy/xbox-360-150115,Xbox 360,8,Compilation,N,2013,1,29
16849,Good,The Cave,/games/the-cave/xbox-360-135021,Xbox 360,7.9,Adventure,N,2013,1,22
16850,Amazing,Tomb Raider,/games/tomb-raider/xbox-360-2506,Xbox 360,9.1,Action,Y,2013,2,25
16861,Great,Crysis 3,/games/crysis-3/xbox-360-132095,Xbox 360,8.5,Shooter,N,2013,2,19
16866,Bad,Major League Baseball 2K13,/games/major-league-baseball-2k13/xbox-360-153178,Xbox 360,4.5,Sports,N,2013,3,25
16870,Great,Dead Space 3: Awakened,/games/dead-space-3-awakened/xbox-360-162786,Xbox 360,8.2,"Action, Adventure",N,2013,3,15
16874,Great,Metal Gear Rising: Revengeance,/games/metal-gear-rising-revengeance/xbox-360-14354401,Xbox 360,8.5,Action,N,2013,2,18
16879,Bad,Special Forces: Team X,/games/special-forces-team-x/xbox-360-141192,Xbox 360,4.5,Shooter,N,2013,2,15
16884,Amazing,BioShock Infinite,/games/bioshock-infinite/xbox-360-14258637,Xbox 360,9.4,Shooter,Y,2013,3,21
16885,Bad,The Walking Dead: Survival Instinct,/games/the-walking-dead-survival-instinct/xbox-360-137218,Xbox 360,4.5,Shooter,N,2013,3,21
16894,Bad,Dollar Dash,/games/dollar-dash/xbox-360-136752,Xbox 360,4.8,Action,N,2013,3,8
16895,Amazing,Mass Effect 3: Citadel,/games/mass-effect-3-citadel/xbox-360-161123,Xbox 360,9.1,RPG,N,2013,3,8
16899,Bad,Aliens: Colonial Marines,/games/aliens-colonial-marines/xbox-360-868803,Xbox 360,4.5,Shooter,N,2013,2,12
16902,Great,Naruto Shippuden: Ultimate Ninja Storm 3,/games/narutimate-storm-3/xbox-360-136441,Xbox 360,8.6,Fighting,N,2013,3,20
16921,Great,Injustice: Gods Among Us,/games/injustice-gods-among-us/xbox-360-135393,Xbox 360,8.2,Fighting,N,2013,4,16
16924,Amazing,Gears of War: Judgment,/games/gears-of-war-judgment/xbox-360-135402,Xbox 360,9.2,Shooter,N,2013,3,17
16930,Amazing,Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,/games/bit-trip-presents-runner-2-future-legend-of-rhythm-alien/xbox-360-119813,Xbox 360,9,Platformer,Y,2013,2,25
16937,Good,BattleBlock Theater,/games/battleblock-theater/xbox-360-14314311,Xbox 360,7.8,Platformer,N,2013,4,4
16938,Amazing,Terraria,/games/terraria/xbox-360-142494,Xbox 360,9,"Action, RPG",Y,2013,4,4
16939,Great,Tiger Woods PGA Tour 14,/games/tiger-woods-pga-tour-14/xbox-360-147883,Xbox 360,8,Sports,N,2013,4,3
16944,Mediocre,Army of Two: The Devil's Cartel,/games/army-of-two-3-rumored/xbox-360-138871,Xbox 360,5,Shooter,N,2013,3,29
16947,Great,Darkstalkers Resurrection,/games/night-warriors-darkstalkers-revenge/xbox-360-145137,Xbox 360,8.4,Fighting,N,2013,3,29
16964,Great,Grid 2,/games/grid-2/xbox-360-82121,Xbox 360,8,Racing,N,2013,5,28
16968,Okay,Fuse,/games/overstrike/xbox-360-75340,Xbox 360,6.5,Action,N,2013,5,28
